전화번호,도로명주소,Latitude,Longitude,사업장명
02-6014-9947,서울특별시 도봉구 도당로 79,37.6649311,127.0358167,태현동물병원
3493-7514,서울특별시 도봉구 마들로 645 (방학동,37.6678599,127.0452225,수호천사동물병원
955-6530,서울특별시 도봉구 도봉로 678 (방학동,37.6624252,127.0418251,사랑동물병원
3493-7514,서울특별시 도봉구 마들로 645 (방학동,37.6678599,127.0452225,수호천사동물병원
3493-7514,서울특별시 도봉구 마들로 645 (방학동,37.6678599,127.0452225,수호천사동물병원
3493-7514,서울특별시 도봉구 마들로 645,37.6678599,127.0452225,쿨펫동물병원
955-8477,서울특별시 도봉구 방학로 37,37.662235,127.0481373,세정동물병원
955-8477,서울특별시 도봉구 방학로 37,37.662235,127.0481373,두남자동물병원
956-3536,서울특별시 도봉구 도봉로 759 (도봉동,37.6723507,127.0436654,(주)모리아동물생명 아야야동물병원
907-1174~6,서울특별시 도봉구 도봉로 568,37.6554891,127.0392259,동물병원 WITH
02-955-6530,서울특별시 도봉구 도봉로 678 (방학동,37.6624252,127.0418251,사랑동물병원
02-3491-7514,서울특별시 도봉구 마들로 645 (방학동,37.6678599,127.0452225,수호천사동물병원
02-3491-8000,서울특별시 도봉구 도봉로 669,37.6644014,127.0420621,현대종합동물병원
907-7512,서울특별시 도봉구 시루봉로 59 (쌍문동,37.6561902,127.0277183,온누리동물병원
955-8477,서울특별시 도봉구 방학로 37,37.662235,127.0481373,양현철동물병원
3491-7588,서울특별시 도봉구 마들로 657 (방학동,37.6686593,127.0455151,동물을사랑하는사람들
993-7582,서울특별시 도봉구 노해로 341 (창동,37.6514477,127.0459346,참 동물병원
905-0577,서울특별시 도봉구 도봉로 499,37.6502287,127.0352898,영풍동물병원
3494-0075,서울특별시 도봉구 도봉로 723,37.6690944,127.0432012,방학동물외과센터
979-4490,서울특별시 노원구 동일로 1015,37.6207346,127.0743243,공릉동물병원
972-5575,서울특별시 노원구 공릉로 176,37.6256451,127.0800739,사랑동물병원
979-4490,서울특별시 노원구 동일로 1015,37.6207346,127.0743243,혜원동물병원
974-5875,서울특별시 노원구 공릉로 153,37.6240179,127.0794362,라라Q동물병원
951-7582,서울특별시 노원구 동일로 1370,,,한빛종합동물병원
952-6426,서울특별시 노원구 중계로 220 (중계동,,,LK동물병원
971-7575,서울특별시 노원구 동일로 1065,,,리치동물병원
02-932-7582,서울특별시 노원구 덕릉로 810-1,,,당고개동물병원
952-0089,서울특별시 노원구 동일로 1530 (상계동,,,참동물병원
935-7588,서울특별시 노원구 노원로34길 76,,,한강동물병원
971-7511,서울특별시 노원구 동일로192길 87,,,수피아동물병원
952-6426,서울특별시 노원구 덕릉로 589,,,엘케이동물병원
937-9724,서울특별시 노원구 동일로 1622 (상계동,,,수락 동물병원
949-7512,서울특별시 노원구 화랑로 473,,,화랑동물병원
978-4775,서울특별시 노원구 섬밭로 258 (중계동,,,웰리스 동물병원
905-7588,서울특별시 노원구 월계로 333,,,아란종합동물병원
976-7582,서울특별시 노원구 동일로 1051 (공릉동,,,스마일플러스동물병원
973-5959,서울특별시 노원구 동일로207길 17,,,롯데동물병원
02-932-6658,서울특별시 노원구 동일로 1649 (상계동,,,은빛동물병원
02-930-7161,서울특별시 노원구 동일로 1626,,,서정동물병원
02-2203-7975,서울특별시 송파구 삼학사로 88,,,잠실베스트동물병원 수술재활센터
02-971-5955,서울특별시 노원구 동일로 1014,,,골드퍼피동물병원 공릉점
02-931-1333,서울특별시 노원구 동일로 1333,,,브이아이피 동물의료센터
02-936-5500,서울특별시 노원구 동일로 1598,,,노원 바른 동물의료센터
02-952-9111,서울특별시 노원구 동일로 1636,,,나우동물의료센터
939-7579,서울특별시 노원구 한글비석로 245 (중계동,,,중계이오동물병원
951-7707,서울특별시 노원구 노원로 330,,,펫가든
977-0275,서울특별시 노원구 동일로 1104,,,엔젤동물병원
931-1575,서울특별시 노원구 한글비석로 363,,,은마로동물병원
02-431-7575,서울특별시 송파구 위례광장로 200,,,위례S동물의료센터
02-403-7582,서울특별시 송파구 법원로 55,,,송파데일리동물병원
02-952-7582,서울특별시 노원구 노원로 470,,,스마트동물병원
02-949-7582,서울특별시 노원구 노원로1길 9 (공릉동,,,키움 동물병원
02-936-0907,서울특별시 노원구 노원로 540 (상계동,,,그린동물병원
935-0075,서울특별시 노원구 한글비석로8길 16,,,25시동물병원
3391-0075,서울특별시 노원구 덕릉로 738 (상계동,,,고려동물병원
02-949-0975,서울특별시 노원구 마들로3길 15,,,웰니스 동물병원
02-905-7588,서울특별시 노원구 월계로 336,,,닥터스종합동물병원
02-3392-4756,서울특별시 노원구 노원로34길 116,,,러브펫 멀티펫샵&amp;동물병원
919-0075,서울특별시 노원구 노원로 456,,,노원24시N동물의료센터
943-2275,서울특별시 노원구 석계로9길 29,,,e-동물병원
949-0975,서울특별시 노원구 마들로3길 15,,,웰리스동물병원(월계점)
905-7588,서울특별시 노원구 월계로 336,,,닥터스종합동물병원
02-930-7161,서울특별시 노원구 동일로 1626,,,서정동물병원
02-972-6543,서울특별시 노원구 동일로 1014,,,골드퍼피동물병원 중계점
949-0975,서울특별시 노원구 마들로3길 15,,,웰리스동물병원(월계점)
939-7579,서울특별시 노원구 한글비석로 245 (중계동,,,중계종합동물병원
972-6543,서울특별시 노원구 동일로204가길 12,,,러브펫동물병원
974-5875,서울특별시 노원구 동일로 1093,,,시튼동물의료원
02-448-7588,서울특별시 송파구 새말로5길 17,,,송파스마일동물병원
02-358-1591,서울특별시 은평구 연서로29길 24,,,도그원 동물의료센터
02-358-7582,서울특별시 은평구 연서로 162,,,연서동물종합병원
02-969-7582,서울특별시 은평구 백련산로 145,,,스머프동물병원
02-356-8353,서울특별시 은평구 불광로 60,,,다루동물병원
02-388-0275,서울특별시 은평구 역말로 7,,,도담동물병원
386-6092,서울특별시 은평구 서오릉로 192,,,미래동물병원
382-3243,서울특별시 은평구 서오릉로 140,,,더독동물병원
356-7547,서울특별시 은평구 연서로 72,,,우신동물병원
385-8275,서울특별시 은평구 진관3로 70 (진관동,,,뉴타운동물병원
02-354-7544,서울특별시 은평구 연서로 317 (불광동,,,둘레길동물병원
02-3152-0075,서울특별시 은평구 백련산로 29,,,참좋은동물병원
02-352-7275,서울특별시 은평구 통일로 727-5,,,개와냥이동물병원
02-932-8575,서울특별시 노원구 동일로 1363,,,우리 동물병원
02-384-0075,서울특별시 은평구 통일로 885,,,메디펫동물병원
354-0975,서울특별시 은평구 연서로 137,,,로얄동물병원
02-356-9475,서울특별시 은평구 통일로 796,,,담은동물병원
02-306-0158,서울특별시 은평구 가좌로 239,,,오거리동물병원
382-7582,서울특별시 은평구 은평로 208,,,LOVE MY PET 동물병원
02-6401-1512,서울특별시 송파구 새말로 62,,,키다리동물병원
02-387-8275,서울특별시 은평구 진관2로 67,,,서울햇빛동물병원
382-7511,서울특별시 은평구 진관4로 87,,,한빛동물병원
388-3008,서울특별시 은평구 은평로 29,,,늘푸른동물병원
354-4110,서울특별시 은평구 통일로 697,,,녹번동물병원
358-7566,서울특별시 은평구 서오릉로 80(대조동,,,새은평동물의료센터
384-7743,서울특별시 은평구 연서로 185,,,금쪽같은내새끼 동물병원
355-7931,서울특별시 은평구 갈현로 35,,,한마음동물병원
02-6953-8275,서울특별시 은평구 진관2로 77,,,우리덕구동물병원
02-373-5555,서울특별시 은평구 증산로9길 26-23,,,가든펫동물병원
387-6920,서울특별시 은평구 응암로 261,,,응암동물병원
357-8538,서울특별시 은평구 통일로 879,,,김정복동물병원
226627975,서울특별시 강서구 마곡중앙1로 20,,,모모동물병원
356-1656,서울특별시 은평구 통일로 767,,,불광동물병원
304-5553,서울특별시 은평구 응암로 226,,,한얼동물병원
845-0780,서울특별시 영등포구 도신로 186,,,온누리 종합동물병원
02-384-3100,서울특별시 은평구 진관3로 37,,,피움동물병원
234777677,서울특별시 은평구 응암로 152,,,다솜동물병원
02-6975-5253,서울특별시 은평구 통일로 1050,,,아이러브펫동물병원 은평점
356-7588,서울특별시 은평구 통일로 691,,,더탑동물병원
02-358-7582,서울특별시 은평구 연서로 162,,,연서동물종합병원
02-3152-8575,서울특별시 은평구 수색로 217,,,디엠씨(DMC)동물병원
02-3152-8575,서울특별시 은평구 수색로 217 (수색동,,,조은동물병원
02-307-7502,서울특별시 은평구 증산서길 132,,,아리동물병원
02-969-7582,서울특별시 은평구 백련산로 143,,,스머프동물병원
382-7566,서울특별시 은평구 서오릉로 80,,,은평동물병원
02-6338-7142,서울특별시 은평구 서오릉로 91,,,역촌동물병원
02-355-8575,서울특별시 은평구 진흥로 17,,,튼튼동물병원
02-355-8575,서울특별시 은평구 진흥로 17,,,튼튼동물병원
386-2075,서울특별시 은평구 연서로 252 (불광동,,,연신내 동물병원
386-2075,서울특별시 은평구 연서로 260,,,연신내동물병원
387-7582,서울특별시 은평구 서오릉로 94,,,사랑이가득한동물병원
385-8275,서울특별시 은평구 진관3로 70,,,뉴타운동물병원
356-3375,서울특별시 은평구 은평로 111,,,쿨펫동물병원 은평점
350-7272,서울특별시 은평구 불광로 20,,,쿨펫 동물병원
355-8575,서울특별시 은평구 진흥로 17,,,튼튼동물병원
307-7502,서울특별시 은평구 증산서길 132,,,이강신동물병원
02-355-8575,서울특별시 은평구 진흥로 17,,,튼튼동물병원
02-355-8575,서울특별시 은평구 진흥로 17,,,튼튼동물병원
354-5633,서울특별시 은평구 통일로 691,,,예스동물병원
356-9725,서울특별시 은평구 진관2로 57-7,,,구파발동물병원
358-7582,서울특별시 은평구 연서로 162,,,연서동물병원
393-6675,서울특별시 서대문구 통일로 197,,,우리동물병원
332-2883,서울특별시 서대문구 연희로25길 101,,,연희동물병원
3217-1081,서울특별시 서대문구 통일로 489,,,신영동물병원
02-333-8632,서울특별시 서대문구 연희로 132,,,라파엘종합동물병원
307-3335,서울특별시 서대문구 응암로 117,,,초콜릿종합동물병원
303-1114,서울특별시 서대문구 증가로 111,,,한스동물병원
302-3275,서울특별시 서대문구 응암로 66,,,두리틀동물병원
02-733-5060,서울특별시 서대문구 통일로 171-1,,,독립문동물병원
02-305-4242,서울특별시 서대문구 가재울미래로 2 (남가좌동,,,어울림동물병원
02-305-7505,서울특별시 서대문구 가재울미래로 2,,,강앤정 동물병원
02-3144-7582,서울특별시 서대문구 연희로 114,,,에이플러스 동물병원
307-4633,서울특별시 서대문구 응암로 77,,,가좌동물병원
02-305-5975,서울특별시 서대문구 증가로 150,,,오즈동물병원
737-8375,서울특별시 서대문구 통일로 392,,,한솔동물병원
02-393-7577,서울특별시 서대문구 신촌로 209,,,링크동물의료센터
02-333-7750,서울특별시 서대문구 연희로 178,,,헬로우 동물병원
02-473-0577,서울특별시 송파구 토성로 30-1,,,청담동물병원
393-0075,서울특별시 서대문구 신촌로 289-1,,,북아현동물병원
396-5525,서울특별시 서대문구 통일로 463,,,홍제동물병원
362-4836,서울특별시 서대문구 북아현로 40,,,세란동물병원
373-7272,서울특별시 서대문구 가좌로 140,,,홍은동물병원
303-0604,서울특별시 서대문구 거북골로 13,,,예일동물병원
396-5975,서울특별시 서대문구 세검정로 51,,,서대문아프리카동물병원
379-0075,서울특별시 서대문구 연희로 265 (홍은동,,,윤선생동물병원
222377582,서울특별시 서대문구 성산로 333,,,그녀의 동물병원
365-4836,서울특별시 서대문구 북아현로 40,,,우노동물병원
303-0604,서울특별시 서대문구 거북골로 13,,,예일동물병원
02-365-4836,서울특별시 서대문구 북아현로 40 (북아현동,,,우노동물병원
3144-7582,서울특별시 서대문구 연희로 114 (연희동,,,A+동물병원
02-303-0604,서울특별시 서대문구 거북골로 13,,,예일동물병원
02-333-7750,서울특별시 서대문구 연희로 178,,,헬로우동물병원
737-5691,서울특별시 서대문구 통일로 405 (홍제동,,,인왕동물병원
337-1191,서울특별시 마포구 서강로 69,,,세종동물병원
336-0073,서울특별시 마포구 월드컵로 147 (망원동,,,이황동물병원
302-1568,서울특별시 마포구 월드컵로 240 (성산동,,,사랑동물병원
3142-7298,서울특별시 마포구 월드컵로 118 (성산동,,,다솔동물병원
704-1800,서울특별시 마포구 신촌로 108,,,신촌동물병원
715-0075,서울특별시 마포구 대흥로 24,,,프란다스동물의료센타
3142-7297,서울특별시 마포구 월드컵로 122,,,다솔동물병원
302-1568,서울특별시 마포구 월드컵로 240 (성산동,,,로얄벳동물병원
309-4511,서울특별시 마포구 월드컵북로 151,,,캣츠앤독스 동물병원
302-1568,서울특별시 마포구 월드컵로 240 (성산동,,,사랑동물병원
302-1568,서울특별시 마포구 월드컵로 240 (성산동,,,사랑동물병원
23727288,서울특별시 마포구 월드컵북로38길 14,,,성산연세약국
02-718-6280,서울특별시 마포구 신촌로 108,,,신촌동물병원
02-332-7582,서울특별시 마포구 독막로 153,,,한아름 동물병원
27041800,서울특별시 마포구 신촌로 108,,,신촌동물병원
02-323-1703,서울특별시 마포구 월드컵로 125,,,한국양봉농협 동물병원
7186280,서울특별시 마포구 신촌로 108,,,신촌동물병원
704-0750,서울특별시 마포구 월드컵로 240 (성산동,,,쿨펫동물병원
375-1963,서울특별시 마포구 월드컵북로 167,,,와우동물병원
63532633,서울특별시 마포구 마포대로 173,,,파크동물병원(animal. C)
02-6380-0999,서울특별시 마포구 잔다리로 122,,,카라동물병원
02-309-4511,서울특별시 마포구 월드컵북로 151,,,이리온 동물병원 캣츠엔독스점 (상암점)
02 313 7979,서울특별시 마포구 마포대로 195 (아현동,,,닥터M 동물병원
02-363-7975,서울특별시 마포구 마포대로 195 (아현동,,,예스 동물병원
02-332-0175,서울특별시 마포구 월드컵로 65,,,망원동물종합병원
02-3142-0008,서울특별시 마포구 월드컵로 73,,,동물사랑동물병원
02-6405-7582,서울특별시 마포구 도화길 42,,,박창석종합동물병원
02-6383-0303,서울특별시 마포구 마포대로 127,,,콩닥 동물병원
02-6954-7522,서울특별시 마포구 대흥로24길 24,,,서울준동물병원
02-376-7675,서울특별시 마포구 월드컵북로 218,,,키다리 동물병원
02-3144-3253,서울특별시 마포구 독막로20나길 22,,,삼색이동물병원
02-375-1963,서울특별시 마포구 월드컵북로 167,,,와우 동물병원
02-336-0073,서울특별시 마포구 월드컵로 147,,,이황 동물병원
02-2135-2225,서울특별시 마포구 마포대로11길 35,,,날으는 동물병원
02-431-0275,서울특별시 송파구 송이로 186,,,문정탑동물병원
02-715-7575,서울특별시 마포구 창전로 50-1,,,산책 동물병원
02-6227-7582,서울특별시 송파구 가락로 258,,,라임동물병원
02-306-1259,서울특별시 마포구 월드컵북로 347,,,동물병원 닥터K
02-337-7575,서울특별시 마포구 월드컵북로 27,,,웰케어동물병원
02-393-3588,서울특별시 마포구 마포대로16길 7,,,24시 산들산들 동물병원
02-335-7577,서울특별시 마포구 월드컵로 98 (서교동,,,푸른숲 동물병원
02-375-7575,서울특별시 마포구 월드컵북로 151,,,라온동물병원
02-326-0275,서울특별시 마포구 포은로 64,,,박효리군 동물병원
02-338-0275,서울특별시 마포구 월드컵로3길 14,,,캣&덴탈 하이디 동물병원
02-712-8875,서울특별시 마포구 삼개로 28,,,도화동물병원
02-338-2475,서울특별시 마포구 양화로 72,,,아이엠 동물병원
02-332-7984,서울특별시 마포구 포은로 107,,,서교동물병원
02-335-5232,서울특별시 마포구 독막로 85,,,셀레네동물병원
02-6375-0075,서울특별시 마포구 만리재로 74,,,C.T.종합동물병원
02-336-3929,서울특별시 마포구 신촌로16길 34,,,서진동물병원
02-2088-1375,서울특별시 마포구 백범로 130,,,아이웰 동물의료센터
02-701-0705,서울특별시 마포구 만리재로 15,,,공덕 건강한 동물병원
02-3142-7298,서울특별시 마포구 월드컵로 46,,,이층애 고양이동물병원
02-323-8275,서울특별시 마포구 월드컵로 46,,,로얄동물메디컬센터w
02-333-9558,서울특별시 마포구 양화로 68,,,뉴욕종합동물병원
02-707-2340,서울특별시 마포구 대흥로 48,,,용강동물병원
02-717-7571,서울특별시 마포구 신촌로 154,,,디엔씨동물병원
02-364-3517,서울특별시 마포구 신촌로 248,,,월드펫동물병원
02 6083 1008,서울특별시 마포구 양화로 45,,,메세나 프렌즈 동물병원
02-376-7675,서울특별시 마포구 월드컵북로 262 (성산동,,,마포 키다리 동물병원
02 704 1800,서울특별시 마포구 신촌로 108,,,신촌 동물병원
02-332-7553,서울특별시 마포구 토정로 149,,,동물병원 the 말랑
309-4511,서울특별시 마포구 월드컵북로 151,,,이리온 동물병원
02-717-3333,서울특별시 마포구 백범로 130,,,24시 공덕종합동물병원
27041800,서울특별시 마포구 신촌로 108,,,신촌동물병원
701-7582,서울특별시 마포구 도화길 49,,,제스이종경동물병원
2608-5886,서울특별시 양천구 신월로 199,,,신월동물병원
2647-1772,서울특별시 양천구 등촌로 58,,,하니동물병원
2643-0283,서울특별시 양천구 목동서로 170 (목동,,,닥터펫 동물병원
2651-1855,서울특별시 양천구 목동중앙본로 113,,,대현동물병원
2604-0156-8,서울특별시 양천구 목동로 231,,,리베 동물의료센터
02-2647-7501,서울특별시 양천구 목동서로 77 (목동,,,행복동물병원
02-2643-0283,서울특별시 양천구 목동서로 170 (목동,,,닥터펫동물병원
2642-7588,서울특별시 양천구 목동로 161 (신정동,,,우리들 동물메디컬 센터
2645-7582,서울특별시 양천구 목동동로 309 (목동,,,쿨펫동물병원
2643-8204,서울특별시 양천구 중앙로 230,,,바우동물병원
2651-1855,서울특별시 양천구 목동중앙본로 113,,,대현동물병원
2652-5475,서울특별시 양천구 신목로 78,,,슈슈애견동물병원
2643-0283,서울특별시 양천구 목동서로 170 (목동,,,닥터펫 동물병원
2644-8275,서울특별시 양천구 목동동로8길 7,,,이솝동물병원
2645-7588,서울특별시 양천구 목동서로 35 (목동,,,가나동물병원
2644-8254,서울특별시 양천구 목동중앙본로 10 (목동,,,나우동물종합병원
2655-2258,서울특별시 양천구 공항대로 636,,,행복한 동물병원
2645-7611,서울특별시 양천구 목동서로 387 (신정동,,,하나동물병원
2694-9550,서울특별시 양천구 월정로 137,,,다정종합동물병원
2690-5673,서울특별시 양천구 월정로 46,,,햇살동물병원
2643-8204,서울특별시 양천구 중앙로 230,,,바우동물병원
02-2645-7611,서울특별시 양천구 목동서로 387,,,하나동물병원
2604-0156,서울특별시 양천구 목동로 231,,,홍익동물병원
2601-8275,서울특별시 양천구 중앙로 291,,,애니케어동물병원
2648-7997,서울특별시 양천구 오목로 318,,,메디펫종합 동물병원
2645-7611,서울특별시 양천구 목동서로 387 (신정동,,,하나 동물병원
2642-5994,서울특별시 양천구 신목로 59,,,이지동물병원
2604-0156,서울특별시 양천구 목동로 231,,,리베동물의료센터
02-2643-0283,서울특별시 양천구 목동서로 170 (목동,,,Dr.Pet 동물병원
2654-7345,서울특별시 양천구 목동로 17,,,펫서비스동물병원
2604-0256,서울특별시 양천구 목동로 231,,,리베동물 의료센터
2699-1222,서울특별시 양천구 신정로 312,,,푸른들동물병원
2694-9550,서울특별시 양천구 월정로 137,,,가스펠동물병원
2647-1772,서울특별시 양천구 등촌로 58,,,하니동물병원
2062-9725,서울특별시 양천구 목동중앙본로1길 5 (목동,,,아람동물병원
2608-9090,서울특별시 양천구 신정로 312 (신정동,,,하릅강아지 동물병원
02-2652-5475,서울특별시 양천구 신목로 80,,,리더스 동물병원
2642-9159,서울특별시 양천구 등촌로 160,,,강현림 종합동물병원
02-785-7582,서울특별시 영등포구 국제금융로 79,,,Dr.수동물병원
2690-5673,서울특별시 양천구 월정로 46,,,햇살동물병원
2695-1231,서울특별시 양천구 남부순환로 347,,,민병철동물병원
2645-2727,서울특별시 양천구 오목로 299,,,쿨펫이마트 목동점 동물병원
226546183,서울특별시 양천구 목동동로10길 6,,,노아동물병원
02-414-7975,서울특별시 송파구 송파대로 441,,,석촌동물병원
2649-0774,서울특별시 양천구 등촌로 16,,,필동물종합병원
2645-7588,서울특별시 양천구 목동서로 77,,,가나종합동물병원
2643-0283,서울특별시 양천구 목동서로 170,,,닥터펫동물병원
2697-7576,서울특별시 양천구 오목로 198-1 (신정동,,,신정 동물병원
2642-8653,서울특별시 양천구 등촌로 172,,,토론토 동물병원
2642-1239,서울특별시 양천구 목동동로 130,,,페토브 동물병원
2694-8275,서울특별시 양천구 신정이펜2로 22,,,구름동물병원
2644-8878,서울특별시 양천구 목동서로 100,,,파리스동물병원
02-2061-5277,서울특별시 양천구 신월로 320,,,밀리언동물병원
2645-1475,서울특별시 양천구 등촌로 218,,,혜인종합 동물병원
02-2643-8204,서울특별시 양천구 중앙로 230,,,다온동물병원
2643-7579,서울특별시 양천구 공항대로 552 (목동,,,오라고동물병원
6348-1982,서울특별시 양천구 목동중앙서로 42,,,팜랜드동물병원
02-2060-0999,서울특별시 양천구 목동남로2길 21,,,캐슬동물종합병원
6959-8448,서울특별시 양천구 남부순환로 421,,,서서울호수동물병원
2692-8255,서울특별시 양천구 신월로 149,,,파란종합 동물병원
2655-2258,서울특별시 양천구 공항대로 636,,,행복한동물병원
2644-0069,서울특별시 양천구 목동로 181,,,상아동물병원
02-2601-8875,서울특별시 양천구 중앙로 237,,,24시 서울 탑 동물병원
8464597,서울특별시 양천구 목동중앙북로 73,,,두암동물병원
2648-8275,서울특별시 양천구 목동서로 57,,,목동 동물병원
2651-8575,서울특별시 양천구 목동중앙북로 37,,,미니주동물병원
2062-1110,서울특별시 양천구 목동중앙로 43 (목동,,,리즈동물병원
2643-7882,서울특별시 양천구 목동남로4길 6-11,,,참사랑동물병원
02-2643-2777,서울특별시 양천구 등촌로 114,,,가온동물병원
02-2642-7588,서울특별시 양천구 목동로 171,,,우리들 노령동물 암센터
02-2690-7579,서울특별시 양천구 지양로 7,,,해맞이 동물병원
02-2653-3335,서울특별시 양천구 목동서로 401,,,산책동물병원
226918119,서울특별시 양천구 신월로10길 22,,,정말로동물병원
3662-8661,서울특별시 강서구 양천로 675,,,서서울동물병원
3665-1175,서울특별시 강서구 공항대로 459,,,비온뒤숲속동물병원
02-6925-5475,서울특별시 송파구 올림픽로35길 94,,,킴리동물병원
3665-1838,서울특별시 강서구 양천로 431 (가양동,,,쿨펫동물병원
2666-0829,서울특별시 강서구 마곡중앙로 36,,,쪼꼬동물병원
2664-8275,서울특별시 강서구 강서로 282,,,우장산 동물의료센터
2661-0530,서울특별시 강서구 공항대로 19 (공항동,,,송정종합동물병원
2661-1886,서울특별시 강서구 금낭화로 51-1,,,이솝동물병원
2664-8275,서울특별시 강서구 강서로 313 (내발산동,,,스누피동물병원
2602-3991,서울특별시 강서구 우장산로 107-1,,,지지펫동물병원
3663-3873,서울특별시 강서구 강서로 420 (등촌동,,,비타민c동물병원
2696-3196,서울특별시 강서구 화곡로43길 24 (화곡동,,,쥬라기동물종합병원
2699-3777,서울특별시 강서구 곰달래로 223 (화곡동,,,곰달래동물병원
2604-1495,서울특별시 강서구 까치산로 30,,,베스트동물병원
2665-2207,서울특별시 강서구 강서로 341 (내발산동,,,화이트동물병원
2665-8256,서울특별시 강서구 금낭화로 60 (방화동,,,주주24시종합동물병원
3662-3533,서울특별시 강서구 화곡로 398 (등촌동,,,도그플러스 동물병원
3662-1870,서울특별시 강서구 강서로 420 (등촌동,,,호서동물의료센터
2661-0530,서울특별시 강서구 공항대로 19 (공항동,,,송정종합동물병원
6082-7582,서울특별시 강서구 강서로18길 15 (화곡동,,,24시 동물병원
02-3663-1275,서울특별시 강서구 강서로 308,,,힐링캠프 동물병원
02-6116-1775,서울특별시 강서구 하늘길 38 (방화동,,,펫가든 동물병원
02-3664-0990,서울특별시 강서구 허준로 121,,,25시 도토리동물병원
3663-1275,서울특별시 강서구 방화대로5나길 6,,,다솔동물병원
6116-1775,서울특별시 강서구 하늘길 38,,,위즈펫동물병원 김포공항점
3662-8661,서울특별시 강서구 양천로 667,,,서서울동물병원
02-2666-2611,서울특별시 강서구 수명로 82,,,보다듬 동물병원
02-3662-5675,서울특별시 강서구 강서로 471,,,마곡숲동물병원
2694-4821,서울특별시 강서구 화곡로 205 (화곡동,,,대한동물병원
2608-0234,서울특별시 강서구 강서로 45 (화곡동,,,미래동물병원
3665-7582,서울특별시 강서구 양천로 651,,,염창제일동물병원
2652-7515,서울특별시 강서구 등촌로 55,,,서울플러스종합동물병원
2666-5667,서울특별시 강서구 양천로 72 (방화동,,,SKY동물병원
2603-0781,서울특별시 강서구 강서로17길 20 (화곡동,,,용봉동물병원
2666-6075,서울특별시 강서구 금낭화로 109 (방화동,,,하나동물병원
2666-0829,서울특별시 강서구 마곡중앙로 36,,,공감동물병원
2065-7582,서울특별시 강서구 가로공원로 198,,,올스타동물의료센터
3663-7584,서울특별시 강서구 양천로57길 10-20 (가양동,,,해맑은동물병원
2644-5975,서울특별시 강서구 곰달래로 260,,,하트온동물병원
3662-8661,서울특별시 강서구 양천로 674,,,서서울동물병원
2692-9290,서울특별시 강서구 까치산로 74,,,시온동물병원
3665-7975,서울특별시 강서구 공항대로 335 (등촌동,,,24시아프리카동물메디컬센터
2666-0370,서울특별시 강서구 방화대로47가길 7 (방화동,,,와우동물병원
02-2692-8275,서울특별시 강서구 강서로18길 17,,,한마음동물병원
02-2604-3584,서울특별시 강서구 강서로17길 52 (화곡동,,,세명 동물병원
2663-8520,서울특별시 강서구 개화동로27가길 27,,,공항 동물병원
02-2603-0075,서울특별시 강서구 강서로 215 (화곡동,,,미소동물의료센터
26610530,서울특별시 강서구 공항대로 39,,,송정동물메디컬센터
02-3661-8200,서울특별시 강서구 양천로57길 10-20,,,고려종합동물병원
2664-7773,서울특별시 강서구 금낭화로 52 (방화동,,,황하동물병원
26991222,서울특별시 강서구 양천로 663-1,,,푸른들동물병원
2657-7119,서울특별시 강서구 양천로 574 (등촌동,,,서울축산농협동물병원
2666-7990,서울특별시 강서구 마곡서로 133,,,참동물병원
226627515,서울특별시 강서구 방화대로33길 3,,,마곡M동물의료센터
02-3664-0075,서울특별시 강서구 공항대로 284,,,우리아이동물메디컬센터
2695-0072,서울특별시 강서구 강서로 36,,,세인트동물병원
02-2664-8275,서울특별시 강서구 강서로 282,,,우장산동물의료센터
02-2666-2611,서울특별시 강서구 수명로 82,,,마음사랑 동물병원
02-419-1010,서울특별시 송파구 올림픽로 145,,,리센츠 스타 동물병원
2665-8256,서울특별시 강서구 방화대로47가길 7 (방화동,,,굿모닝동물병원
02-2693-0075,서울특별시 강서구 화곡로 112,,,파스텔동물병원
02-2697-0052,서울특별시 강서구 강서로45길 28,,,오즈동물병원
02-3665-7588,서울특별시 강서구 공항대로 190,,,땅콩 동물병원
3665-1838,서울특별시 강서구 양천로 431 (가양동,,,가양쿨펫동물병원
02-2667-5666,서울특별시 강서구 수명로 74 (내발산동,,,스마일동물병원
2608-0973,서울특별시 강서구 곰달래로 199 (화곡동,,,고득영동물병원
2602-7582,서울특별시 강서구 화곡로 143 (화곡동,,,우장동물병원
2691-5900,서울특별시 강서구 곰달래로15길 46 (화곡동,,,강서동물병원
26662611,서울특별시 강서구 수명로 82,,,마음사랑 동물병원
2690-0327,서울특별시 강서구 강서로7길 104,,,느보동물병원
3662-8661,서울특별시 강서구 양천로 667,,,서서울동물병원
02-3664-4800,서울특별시 강서구 강서로 330 (내발산동,,,이츠동물병원
02-2603-0075,서울특별시 강서구 강서로 215,,,THE좋은 동물병원
696-3196,서울특별시 강서구 화곡로43길 24 (화곡동,,,스누피동물병원
666-8585,서울특별시 강서구 방화동로 48-1,,,공항동물병원
2663-8520,서울특별시 강서구 개화동로29길 15,,,공항축산
2601-7575,서울특별시 강서구 강서로 237,,,발산종합동물병원
3661-8200,서울특별시 강서구 양천로57길 10-20 (가양동,,,고려종합동물병원
2667-0365,서울특별시 강서구 송정로1길 29,,,준동물병원
2661-0530,서울특별시 강서구 공항대로 19 (공항동,,,송정종합동물병원
02-2672-7582,서울특별시 구로구 신도림로 7,,,구로다나은동물병원
